article_name,page_id,pagerank_score,wikipedia link,birth,death,image_url,description,occupation,field,latitude,longitude
Thurgood Marshall,57445,4.139835308979667e-06,https://en.wikipedia.org/wiki/Thurgood_Marshall,1908,1993,https://commons.wikimedia.org/wiki/Special:FilePath/Thurgood-marshall-2.jpg,Associate Justice of the Supreme Court of the United States from 1967 to 1991,"['judge', 'lawyer', 'politician', 'jurist']","['justice and judicial activities', 'supreme court', 'civil and political rights', 'African Americans', 'civil rights']",38.87916666666667,-77.07222222
William I of the Netherlands,37211,4.139028039311834e-06,https://en.wikipedia.org/wiki/William_I_of_the_Netherlands,1772,1843,https://commons.wikimedia.org/wiki/Special:FilePath/Willem I in kroningsmantel.jpg,King of the Netherlands and Grand Duke of Luxembourg 1815–1840,"['head of state', 'monarch']",['architecture'],52.012139,4.360194
Charles II of Spain,163002,4.136125760697221e-06,https://en.wikipedia.org/wiki/Charles_II_of_Spain,1661,1700,https://commons.wikimedia.org/wiki/Special:FilePath/Rey Carlos II.jpg,"king of Spain, lived (1661-1700)",['ruler'],[],40.58890556,-4.14684444
Arturo Toscanini,153560,4.135294435964312e-06,https://en.wikipedia.org/wiki/Arturo_Toscanini,1867,1957,https://commons.wikimedia.org/wiki/Special:FilePath/Toscanini 8.jpg,Italian conductor (1867-1957),"['musician', 'conductor', 'music director', 'composer', 'politician']",[],45.485768,9.179072
Jiang Zemin,95871,4.13466127823661e-06,https://en.wikipedia.org/wiki/Jiang_Zemin,1926,2022,https://commons.wikimedia.org/wiki/Special:FilePath/Jiang Zemin.png,General Secretary of the Chinese Communist Party from 1989 to 2002,"['politician', 'electrical engineer']","['politics', 'communist party']",31.16666667,121.4666667
Robert Gates,845943,4.13446592482398e-06,https://en.wikipedia.org/wiki/Robert_Gates,1943,,"https://commons.wikimedia.org/wiki/Special:FilePath/Robert Gates, official DoD photo portrait, 2006.jpg","CIA director, U.S. Secretary of Defense, and university president","['air force officer', 'politician']",[],37.68888889,-97.33611111
Ross Perot,43505,4.1331331859284056e-06,https://en.wikipedia.org/wiki/Ross_Perot,1930,2019,https://commons.wikimedia.org/wiki/Special:FilePath/RossPerotColor.jpg,American businessman and presidential candidate (1930–2019),"['naval officer', 'politician', 'entrepreneur']",[],32.868,-96.781
William Herschel,33971,4.132046271702851e-06,https://en.wikipedia.org/wiki/William_Herschel,1738,1822,https://commons.wikimedia.org/wiki/Special:FilePath/William Herschel01.jpg,German-born British astronomer and composer (1738–1822),"['astronomer', 'composer', 'oboist', 'musician', 'physicist']","['astronomy', 'optics']",51.5023,-0.5884
Mitch McConnell,350567,4.131745489876285e-06,https://en.wikipedia.org/wiki/Mitch_McConnell,1942,,https://commons.wikimedia.org/wiki/Special:FilePath/Mitch McConnell 2016 official photo (1).jpg,American politician and lawyer (born 1942),"['politician', 'lawyer', 'judge', 'legislative assistant']",[],34.759721,-87.694592
George Berkeley,11958,4.13106391040332e-06,https://en.wikipedia.org/wiki/George_Berkeley,1684,1753,https://commons.wikimedia.org/wiki/Special:FilePath/George Berkeley by Jonh Smibert.jpg,Irish idealist philosopher and Anglican bishop (1685–1753),"['philosopher', 'Anglican priest', 'writer', 'epistemologist', 'philosopher of science', 'metaphysician', 'Christian minister']","['philosophy', 'theology', 'education', 'epistemology', 'metaphysics', 'philosophy of science', 'calculus', 'Immaterialism']",51.75,-1.254722222
John Updike,15824,4.128459571077157e-06,https://en.wikipedia.org/wiki/John_Updike,1932,2009,"https://commons.wikimedia.org/wiki/Special:FilePath/John Updike, author at PEN Congress, cropped.jpg","American novelist, poet (1932–2009)","['poet', 'writer', 'novelist', 'essayist', 'playwright', 'art critic', 'author', 'literary critic', 'science fiction writer', ""children's writer"", 'journalist']",[],40.22087,-75.90549
George Martin,77179,4.127502584089135e-06,https://en.wikipedia.org/wiki/George_Martin,1926,2016,https://commons.wikimedia.org/wiki/Special:FilePath/George Martin - backstage at LOVE.jpg,English record producer (1926–2016),"['music arranger', 'composer', 'conductor', 'audio engineer', 'musician', 'record producer']","['record production', 'arrangement', 'music composing', 'conducting', 'sound technology']",51.642,-1.6606
A. J. P. Taylor,140444,4.124785357670039e-06,https://en.wikipedia.org/wiki/A._J._P._Taylor,1906,1990,,English historian (1906-1990),"['historian of Modern Age', 'university teacher', 'journalist']",[],51.57695425,-0.193964186
Nicki Minaj,22570683,4.122153775207611e-06,https://en.wikipedia.org/wiki/Nicki_Minaj,1982,,https://commons.wikimedia.org/wiki/Special:FilePath/Nicki Minaj MTV VMAs 4.jpg,"Trinidadian-born rapper, singer, songwriter and actress (born 1982)","['rapper', 'singer', 'songwriter', 'film actor', 'actor', 'visual artist', 'waiter', 'radio personality', 'lyricist', 'composer', 'voice actor', 'musician', 'model']",['music composing'],10.6736,-61.5338
Peter Jackson,19222532,4.121057837903303e-06,https://en.wikipedia.org/wiki/Peter_Jackson,1961,,https://commons.wikimedia.org/wiki/Special:FilePath/Peter Jackson ONZ (cropped).jpg,"New Zealand film director, screenwriter, producer and actor","['film director', 'film producer', 'screenwriter', 'writer', 'film editor', 'actor', 'director']",[],-41.0362,174.8889
Bernard of Clairvaux,4552,4.120312558364171e-06,https://en.wikipedia.org/wiki/Bernard_of_Clairvaux,1090,1153,https://commons.wikimedia.org/wiki/Special:FilePath/Bernhard von Clairvaux (Initiale-B).jpg,"Burgundian saint, abbot and theologian (1090-1153)","['theologian', 'writer', 'philosopher', 'religious figure', 'hymnwriter', 'mystic', 'religious']","['philosophy', 'theology', 'monastic life']",48.14722222,4.788888889
Robert Redford,61982,4.118756966508344e-06,https://en.wikipedia.org/wiki/Robert_Redford,1936,,https://commons.wikimedia.org/wiki/Special:FilePath/Robert Redford (cropped).jpg,American actor (born 1936),"['film actor', 'film director', 'film producer', 'businessperson', 'stage actor', 'actor', 'executive producer', 'television actor', 'voice actor', 'environmentalist', 'director', 'model', 'screenwriter']",[],34.02194444,-118.4813889
Linus Torvalds,17618,4.118360762577052e-06,https://en.wikipedia.org/wiki/Linus_Torvalds,1969,,https://commons.wikimedia.org/wiki/Special:FilePath/Linus Torvalds (cropped).jpg,Finnish-American software engineer,"['programmer', 'software developer', 'writer', 'inventor', 'blogger', 'computer scientist', 'engineer', 'businessperson']",['software engineer'],60.170833333333334,24.9375
Shaquille O'Neal,147726,4.11701717129518e-06,https://en.wikipedia.org/wiki/Shaquille_O'Neal,1972,,https://commons.wikimedia.org/wiki/Special:FilePath/Shaquille O'Neal October 2017 (cropped).jpg,American basketball player (born 1972),"['basketball player', 'actor', 'rapper', 'sports commentator', 'businessperson', 'real estate entrepreneur', 'film producer', 'television producer', 'singer', 'podcaster', 'Thai boxer', 'film actor', 'screenwriter']",[],40.73555555555556,-74.17222222
B. R. Ambedkar,197522,4.116679887861679e-06,https://en.wikipedia.org/wiki/B._R._Ambedkar,1891,1956,https://commons.wikimedia.org/wiki/Special:FilePath/Dr. Bhimrao Ambedkar.jpg,"Indian polymath, philosopher, and social reformer (1891–1956)","['economist', 'politician', 'constitutionalist', 'barrister', 'jurist', 'sociologist', 'anthropologist', 'pedagogue', 'writer', 'philosopher', 'social reformer', 'journalist', 'revolutionary', 'professor', 'political scientist', 'scholar', 'orator', 'freedom fighter', 'historian', 'newspaper editor', 'civil rights advocate', 'humanitarian', 'human rights activist', 'educational theorist', 'spiritual leader', 'peace activist', 'autobiographer', 'political writer', 'theologian', 'painter', ""women's rights activist"", 'bibliographer', 'essayist', 'scholar']","['economics', 'law', 'philosophy', 'human rights', 'anthropology', 'politics', 'society', 'constitution', 'religion']",19.025,72.83388889
Roger Bacon,25879,4.116569923518644e-06,https://en.wikipedia.org/wiki/Roger_Bacon,1214,1294,https://commons.wikimedia.org/wiki/Special:FilePath/Roger-bacon-statue.jpg,medieval philosopher and theologian,"['philosopher', 'physicist', 'theologian', 'musicologist', 'music theorist', 'astrologer', 'alchemist', 'translator', 'inventor', 'mathematician', 'writer']","['theology', 'natural philosophy']",51.74395,-1.240348
Aaron Burr,57454,4.113307865435624e-06,https://en.wikipedia.org/wiki/Aaron_Burr,1756,1836,https://commons.wikimedia.org/wiki/Special:FilePath/Vanderlyn Burr.jpg,"vice president of the United States from 1801 to 1805, lived (1756–1836)","['politician', 'lawyer', 'military officer', 'bretteur', 'jurist']","['politics', 'law']",40.355,-74.66
Yuan Shikai,59259,4.110762715230588e-06,https://en.wikipedia.org/wiki/Yuan_Shikai,1859,1916,https://commons.wikimedia.org/wiki/Special:FilePath/YuanShikaiPresidente1915.jpg,Chinese military and government official (1859–1916),"['politician', 'military personnel', 'military leader']",['politics'],39.90403,116.407526
Jeb Bush,189322,4.10939759485264e-06,https://en.wikipedia.org/wiki/Jeb_Bush,1953,,https://commons.wikimedia.org/wiki/Special:FilePath/Gov Jeb Bush.jpg,Governor of Florida from 1999 to 2007,"['banker', 'politician', 'real estate developer', 'bookbinder', 'writer', 'businessperson', 'governor']",[],32.005,-102.09917
Anselm of Canterbury,21492554,4.107809308484514e-06,https://en.wikipedia.org/wiki/Anselm_of_Canterbury,1033,1109,https://commons.wikimedia.org/wiki/Special:FilePath/Anselm of Canterbury.jpg,"Benedictine monk, philosopher, and prelate","['philosopher', 'theologian', 'Latin Catholic priest', 'archbishop', 'writer']",['philosophy'],51.279811,1.083001
Strom Thurmond,44642,4.102021289659792e-06,https://en.wikipedia.org/wiki/Strom_Thurmond,1902,2003,"https://commons.wikimedia.org/wiki/Special:FilePath/Strom Thurmond, c 1961 (cropped).jpg",American politician (1902–2003),"['politician', 'teacher', 'judge', 'lawyer']",[],33.78333333,-81.93333333
Robert McNamara,80222,4.1014611303626816e-06,https://en.wikipedia.org/wiki/Robert_McNamara,1916,2009,https://commons.wikimedia.org/wiki/Special:FilePath/Robert McNamara official portrait.jpg,American businessman and Secretary of Defense (1916-2009),"['banker', 'politician', 'writer', 'economist', 'military personnel']",[],38.87916666666667,-77.07222222
Ferdinand I of the Two Sicilies,173245,4.098260590985024e-06,https://en.wikipedia.org/wiki/Ferdinand_I_of_the_Two_Sicilies,1751,1825,"https://commons.wikimedia.org/wiki/Special:FilePath/Mengs - Ferdinand IV of Naples, Royal Palace of Madrid.jpg","King of Naples (1759-1806, 1815-1816), Sicily (1759-1816), and the Two Sicilies (1816-1825)",['aristocrat'],[],40.84688,14.25287
Richard Owen,21811584,4.0972408590817865e-06,https://en.wikipedia.org/wiki/Richard_Owen,1804,1892,https://commons.wikimedia.org/wiki/Special:FilePath/Richard-owen2.jpg,English biologist and paleontologist (1804–1892),"['curator', 'biologist', 'paleontologist', 'zoologist', 'university teacher', 'anatomist', 'paleoanthropologist', 'writer']","['zoology', 'paleontology']",51.432862,-0.303182
Michael Dukakis,74453,4.095433943592903e-06,https://en.wikipedia.org/wiki/Michael_Dukakis,1933,,https://commons.wikimedia.org/wiki/Special:FilePath/Md9 (17439145706) (1).jpg,American politician (born 1933),"['politician', 'lawyer', 'university teacher']",[],42.33166667,-71.12166667
William S. Burroughs,33594,4.094077142196148e-06,https://en.wikipedia.org/wiki/William_S._Burroughs,1914,1997,https://commons.wikimedia.org/wiki/Special:FilePath/Burroughs1983 crop b.jpg,"American novelist, short story writer, essayist, painter, and spoken word performer (1914–1997)","['writer', 'poet', 'novelist', 'essayist', 'painter', 'screenwriter', 'science fiction writer', 'prose writer', 'photographer']",['satire'],38.6974,-90.2336
Ingmar Bergman,14626,4.092926010378191e-06,https://en.wikipedia.org/wiki/Ingmar_Bergman,1918,2007,https://commons.wikimedia.org/wiki/Special:FilePath/Ingmar Bergman (1966).jpg,Swedish director and screenwriter (1918–2007),"['film director', 'theatrical director', 'screenwriter', 'playwright', 'actor', 'film producer', 'autobiographer', 'filmmaker', 'director']",['performing arts'],57.91611,19.13349
Mehmed II,37840078,4.086195892217151e-06,https://en.wikipedia.org/wiki/Mehmed_II,1432,1481,https://commons.wikimedia.org/wiki/Special:FilePath/Fatih Sultan Mehmed Han - السلطان محمد خان الفاتح.jpg,"the seventh Sultan and founder of the Ottoman Empire (r. 1444–1446, 1451–1481)","['monarch', 'poet']",[],41.019722,28.949722
B. F. Skinner,4868,4.084542229194316e-06,https://en.wikipedia.org/wiki/B._F._Skinner,1904,1990,https://commons.wikimedia.org/wiki/Special:FilePath/B.F. Skinner at Harvard circa 1950 (cropped).jpg,American behaviorist,"['psychologist', 'philosopher', 'inventor', 'ethologist', 'autobiographer', 'university teacher', 'writer']","['psychology', 'behavioral analytics']",42.37055556,-71.14583333
John III Sobieski,48303,4.083969004271901e-06,https://en.wikipedia.org/wiki/John_III_Sobieski,1629,1696,https://commons.wikimedia.org/wiki/Special:FilePath/John III Sobieski of Poland.PNG,King of Poland and Grand Duke of Lithuania (1629–1696),"['military leader', 'politician', 'monarch']",[],50.05466944,19.93574167
Sigismund III Vasa,52608,4.077847356042339e-06,https://en.wikipedia.org/wiki/Sigismund_III_Vasa,1566,1632,https://commons.wikimedia.org/wiki/Special:FilePath/Zygmunt Waza Soutman.jpg,"King of Poland, Grand Duke of Lithuania and king of the Polish–Lithuanian Commonwealth from 1587 until 1632 and King of Sweden from 1592 until 1599","['patron of the arts', 'monarch']",[],50.05463889,19.93541667
Caracalla,49907,4.077161416587782e-06,https://en.wikipedia.org/wiki/Caracalla,188,217,https://commons.wikimedia.org/wiki/Special:FilePath/Caracalla MAN Napoli Inv6033 n01.jpg,Roman emperor from 198 to 217,"['politician', 'monarch']",[],41.903044,12.466307
W. Somerset Maugham,33187,4.076118600480692e-06,https://en.wikipedia.org/wiki/W._Somerset_Maugham,1874,1965,https://commons.wikimedia.org/wiki/Special:FilePath/Maugham retouched.jpg,English playwright and author (1874–1965),"['playwright', 'novelist', 'physician writer', 'screenwriter', 'prose writer', 'literary critic', 'army scout', 'writer', 'physician']","['playwright', 'novelist', 'literature', 'drama', 'medicine']",43.70194444,7.268333333
Thomas the Apostle,31459,4.073823573605184e-06,https://en.wikipedia.org/wiki/Thomas_the_Apostle,1,72,https://commons.wikimedia.org/wiki/Special:FilePath/The Incredulity of Saint Thomas-Caravaggio (1601-2).jpg,Apostle of Jesus Christ,['missionary'],[],13.0336,80.277831
Robert Frost,25951,4.073757591311329e-06,https://en.wikipedia.org/wiki/Robert_Frost,1874,1963,https://commons.wikimedia.org/wiki/Special:FilePath/Robert Frost NYWTS.jpg,American poet; 4x recipient of Pulitzer Prize for Poetry,"['poet', 'writer', 'pedagogue', 'playwright']",[],42.8836212,-73.2128983
Pope Urban II,24284,4.072973621754158e-06,https://en.wikipedia.org/wiki/Pope_Urban_II,1035,1099,https://commons.wikimedia.org/wiki/Special:FilePath/Urbano II in consacrazione de l'altare del monastero di Cluny (detail).png,11th century pope and initiator of the Crusades,"['Catholic priest', 'author']",[],41.90222222222222,12.453416666666667
Patti Smith,22995,4.071080051583686e-06,https://en.wikipedia.org/wiki/Patti_Smith,1946,,"https://commons.wikimedia.org/wiki/Special:FilePath/Patti Smith in Berlin, 2022, Bild 2.jpg","American singer, songwriter, author and poet","['singer-songwriter', 'poet', 'visual artist', 'human rights activist', 'writer', 'guitarist', 'singer', 'composer', 'musician', 'drawer', 'photographer', 'performance artist', 'recording artist', 'rock singer', 'rock musician', 'film director']","['lyrics', 'music composing', 'poetry', 'performing arts', 'singing', 'rock music', 'creative and professional writing']",41.85003,-87.65005
Ansel Adams,84317,4.0700642668759184e-06,https://en.wikipedia.org/wiki/Ansel_Adams,1902,1984,https://commons.wikimedia.org/wiki/Special:FilePath/Ansel Adams and camera.jpg,American photographer and environmentalist (1902–1984),"['photographer', 'pianist', 'writer', 'mountaineer', 'university teacher', 'environmentalist']",['photography'],36.55527778,-121.9233333
Chulalongkorn,202262,4.06023610036854e-06,https://en.wikipedia.org/wiki/Chulalongkorn,1853,1910,https://commons.wikimedia.org/wiki/Special:FilePath/Chulalongkorn LoC.jpg,King of Siam (1853-1910),"['monarch', 'politician', 'diplomat', 'military officer', 'writer', 'statesperson']",[],13.76611111,100.5141694
